Key,Type,Desc,English,Turkish,German,French,Italian,Spanish,Portuguese,Japanese,Korean
will_lose_space_balls,Text,,"If you quit now, you will lose<br>your Space Balls!","Şimdi çıkarsan,<br>Uzay Toplarını kaybedeceksin!","Wenn du jetzt aufhörst, verlierst<br>du deine Weltraumbälle!","Si vous arrêtez maintenant, vous perdrez<br>vos Balles de l'Espace !","Se abbandoni adesso, perderai<br>le tue Sfere Spaziali!","Si abandonas ahora, ¡perderás<br>tus Bolas Espaciales!","Se você desistir agora, irá perder<br>suas Bolas Espaciais!","今やめるとスペース<br>ボールがなくなります！","지금 종료하시면 스페이스 공을 잃게 됩니다!"
all_stages_completed,Text,,"You completed all the stages!","Tüm aşamaları tamamladın!","Du hast alle Stufen abgeschlossen!","Vous avez terminé toutes les étapes !","Hai completato tutti i livelli!","¡Has completado todas los niveles!","Você completou todos os estágios!","すべてのステージをクリアしました！","모든 스테이지를 완료했습니다!"
not_enough_balls,Text,,"Not enough balls!","Yeterince top yok!","Nicht genug Bälle!","Il n'y a pas assez de balles !","Non hai abbastanza sfere!","¡No hay suficientes bolas!","Não tem bolas suficientes!","ボールが足りない！","공 부족!"
play_levels_for_balls,Text,,"Play level to collect<br>balls!","Topları toplamak için<br>seviyeyi oyna!","Spielen Sie das Level, um<br>Bälle zu sammeln!","Jouez un niveau pour collecter des<br>balles !","Prova il livello per raccogliere<br>sfere!","¡Juega el nivel para recoger las<br>bolas!","Jogue um nível para coletar<br>bolas!","ボールを集めるためにプレイしよう！","레벨을 플레이해서 공을<br>모아보세요!"
no_balls_left,Text,,"No balls left!","Top kalmadı!","Keine Bälle mehr übrig!","Il ne reste plus de balles !","Non ci sono altre sfere!","¡No quedan bolas!","Não tem mais bolas!","ボールはもうない！","잔여 공 없음!"
space_trip_tutorial_2,Text,,"Shoot Space Balls<br>and gain score!","Uzay Toplarını at<br>ve puan topla!","Schieße Weltraumbälle ab<br>und sammle Punkte!","Lancez les Balles de l'Espace<br>et gagnez des points !","Lancia le Sfere Spaziali<br>e ottieni punti!","Dispara a las Bolas Espaciales<br>y gana puntos.","Lance Bolas Espaciais<br>e obtenha pontuação!","スペースボールを撃<br>ってスコアを稼ごう！","스페이스 공을 쏘아 점수를<br>얻어보세요!"
space_trip_tutorial_1,Text,,"Beat Levels to<br>collect Space Balls!","Uzay Toplarını toplamak<br>için Seviyeleri Geç!","Besiege Levels, um<br>Weltraumbälle zu sammeln!","Dépassez les niveaux pour<br>collecter des Balles de l'Espace !","Supera i livelli per<br>raccogliere Sfere Spaziali!","Supera niveles para<br>recoger Bolas Espaciales.","Vença níveis para<br>coletar Bolas Espaciais!","ステージをクリアしてスペース<br>ボールを集めよう！","레벨을 깨고 스페이스 공을<br>모아보세요!"
space_trip_game_tutorial_3,Text,,"Beat levels without failing to collect more Space Balls!","Daha fazla Uzay Topu toplamak için seviyeleri art arda geçin!","Schließe Level hintereinander ab, um mehr Weltraumbälle zu sammeln!","Terminez les niveaux sans échouer pour augmenter votre multiplicateur !","Supera i livelli di fila per raccogliere più palline spaziali!","¡Supera niveles seguidos para recolectar más bolas espaciales!","Bata níveis seguidos para coletar mais bolas espaciais!","レベルを連続でクリアして、より多くのスペースボールを集めましょう!","연속으로 레벨을 깨고 더 많은 우주 공을 수집하세요!"
space_trip_game_tutorial_4,Text,,"If you fail a level, the multiplier will reset!","Bir seviyede başarısız olursan, çoğaltıcı sıfırlanacak!","Wenn du ein Level nicht schaffst, wird der Multiplikator zurückgesetzt!","Si vous échouez à un niveau, le multiplicateur sera réinitialisé !","Se non superi un livello, il moltiplicatore si resetterà!","Si fallas un nivel, el multiplicador se reiniciará.","Se você falhar um nível, seu multiplicador irá zerar!","失敗すると倍率はリセットされます！","레벨을 깨지 못하면 승수가<br>재설정됩니다!"
space_trip_game_tutorial_5,Text,,"Use more Space Balls to gain more score!","Daha çok puan<br>toplamak için daha çok Uzay Topu kullan!","Benutze mehr Weltraumbälle, um mehr Punkte<br>zu sammeln!","Utilisez plus de Balles de l'Espace pour gagner<br>plus de points !","Utilizza più Sfere Spaziali per ottenere<br>più punti!","Usa más Bolas Espaciales para ganar<br>más puntos.","Use mais Bolas Espaciais para obter<br>maior pontuação!","たくさんのスペースボールを使って、<br>より多くのスコアを獲得しよう！","더 많은 스페이스 공을 이용해<br>점수를 더 얻어보세요!"
space_trip_game_tutorial_1,Text,,"Shoot Space Balls to gain score!","Puan<br>toplamak için Uzay Toplarını at!","Schieße Weltraumbälle und sammle<br>Punkte!","Lancez les Balles de l'Espace pour gagner<br>des points !","Lancia le Sfere Spaziali per ottenere<br>punti!","Dispara a las Bolas Espaciales para ganar<br>puntos.","Lance Bolas Espaciais para obter <br>pontuação!","スペースボールを撃ちスコア<br>を稼ごう！","스페이스 공을 쏘아 점수를<br>얻어보세요!"
space_trip_game_tutorial_2,Text,,"Gain more score and get amazing rewards!","Daha çok puan topla<br>ve muhteşem ödüller kazan!","Erziele mehr Punkte<br>und erhalte tolle Belohnungen!","Gagnez plus de points<br>et obtenez de superbes récompenses !","Ottieni più punti<br>e ricevi fantastici premi!","Consigue más puntos<br>y obtén increíbles recompensas.","Você pode obter maior pontuação<br>e receber recompensas incríveis!","スコアアップで<br>豪華報酬をゲット","더 많은 점수를 얻고 멋진<br>보상을 받으세요!"
event_finished,Text,,"Event is finished!","Etkinlik sona erdi!","Das Ereignis ist beendet!","L'événement est terminé !","L'evento è finito!","El evento ha terminado!","O evento terminou!","イベントは終了しました！","이벤트가 종료되었습니다!"
gain_score_to_unlock,Text,,"Gain more score<br>to unlock this stage!","Bu aşamanın kilidini açmak için<br>daha çok puan topla!","Erziele mehr Punkte,<br>um diese Stufe freizuschalten!","Gagnez plus de points<br>pour débloquer cette étape !","Ottieni più punti<br>per sbloccare questo livello!","Consigue más puntos<br>para desbloquear este nivel.","Obtenha maior pontuação<br>para desbloquear este estágio!","より多くのスコアを獲得して、<br>このステージを解除しよう！","더 많은 점수를 얻어서 이<br>스테이지를 잠금 해제해보세요!"
last_chance,Text,,"Last Chance!","Son Şans!","Letzte Chance!","La Dernière<br>Chance !","Ultima Occasione!","¡Última Oportunidad!","Última Oportunidade!","最後のチャンス！","마지막 기회!"
key_challenge_tool_tip,Text,,"Collect more keys<br>to unlock this stage!","Bu aşamanın kilidini açmak için<br>daha fazla anahtar topla!","Sammle weitere Schlüssel<br>und schalte diese Stufe frei!","Collectez d'autres clés<br>pour débloquer cette étape !","Raccogli più chiavi<br>per sbloccare questo livello!","Reúne más llaves<br>para desbloquear esta fase.","Colete mais chaves<br>para desbloquear esta fase!","鍵をもっと集めて<br>次のステージを解除しよう！","더 많은 열쇠를 모아서<br>이 스테이지를 잠금 해제해보세요!"
item_pack_4,Text,,"Movie Club","Film Kulübü","Filmclub","Ciné Club","Club del Cinema","Cine Club","Clube de Cinema","映画クラブ","영화 클럽"
item_pack_4_unlocked,Text,,"Movie Club<br>Unlocked!","Film Kulübü'nün<br>Kilidi Açıldı","Filmclub <br>Freigeschaltet","Ciné-club<br>Débloqué","Club del Cinema<br>Sbloccato","Cine Club<br>Desbloqueado","Clube de Cinema<br>Desbloqueado","映画クラブ<br>を解除","영화 클럽<br>잠금 해제"
day1_notification_body,Text,,"Daily Bonus is ready! 🎁","Günlük Bonus hazır! 🎁","Der Tagesbonus ist bereit! 🎁","Le Bonus Quotidien est prêt ! 🎁","Il Bonus Giornaliero è pronto! 🎁","¡El Bonus Diario está listo! 🎁","O Bônus Diário está pronto! 🎁","デイリーボーナスの準備ができました！🎁","일일 보너스가 준비되었습니다! 🎁"
day2_notification_body,Text,,"You have unclaimed rewards! 🎁","Alınmayı bekleyen ödüllerin var! 🎁","Du hast Belohnungen, die du noch abholen musst! 🎁","T’as des récompenses à récupérer ! 🎁","Hai dei premi da ritirare! 🎁","¡Tienes recompensas sin reclamar! 🎁","Você tem recompensas para pegar! 🎁","受け取っていない報酬があるよ！🎁","아직 받지 않은 보상이 있어! 🎁"
day3_notification_body,Text,,"Come and claim your rewards! 🎁","Gel ve ödüllerini al! 🎁","Komm und hol dir deine Belohnungen! 🎁","Viens récupérer tes récompenses ! 🎁","Vieni a ritirare i tuoi premi! 🎁","¡Ven a recoger tus recompensas! 🎁","Vem pegar suas recompensas! 🎁","報酬を受け取りに来て！🎁","와서 보상을 받아가세요! 🎁"
day7_notification_body,Text,,"New events have started! 🏆","Yeni etkinlikler başladı! 🏆","Neue Events haben begonnen! 🏆","De nouveaux événements ont commencé ! 🏆","Sono iniziati nuovi eventi! 🏆","¡Nuevos eventos han comenzado! 🏆","Novos eventos começaram! 🏆","新しいイベントが始まったよ！🏆","새로운 이벤트가 시작되었어요! 🏆"
day14_notification_body,Text,,"New items are added! 💜","Yeni öğeler eklendi! 💜","Neue Items wurden hinzugefügt! 💜","De nouveaux objets sont ajoutés ! 💜","Sono stati aggiunti nuovi oggetti! 💜","¡Se han añadido nuevos objetos! 💜","Novos itens foram adicionados! 💜","新しいアイテムが追加されたよ！💜","새로운 아이템이 추가되었어요! 💜"
day28_notification_body,Text,,"We missed you! 💜","Seni özledik! 💜","Wir haben dich vermisst! 💜","Tu nous as manqué ! 💜","Ci sei mancato! 💜","¡Te extrañamos! 💜","Sentimos sua falta! 💜","会いたかったよ！💜","너를 그리워했어! 💜"
completed_all_stages_divided,Text,,"You have completed<br>all stages!","Tüm aşamaları<br>tamamladın!","Du hast<br>alle Stufen abgeschlossen!","Vous avez terminé<br>toutes les étapes !","Hai completato<br>tutti i livelli!","¡Has completado<br>todas los niveles!","Você completou<br>todas as fases!","すべてのステージ<br>をクリアしました！","모든 스테이지를<br>완료했습니다!"
ultra_hard,Text,,"Ultra Hard","Ultra Zor","Ultra Schwer","Ultra Difficile","Ultra Difficile","Ultra Difícil","Ultra Difícil","ウルトラ難しい","울트라 어려운"
team_goal_team_leave_confirmation,Text,,"You won't be able to participate<br>in the current Team Goal!","Mevcut Takım Hedefi'ne<br>katılamayacaksın!","Du kannst nicht<br>am aktuellen Team Goal teilnehmen!","Vous ne pourrez pas participer<br>à l'objectif actuel de l'équipe !","Non potrai partecipare<br>all'Obiettivo di Squadra attuale!","¡No podrás participar<br>en la actual Meta del Equipo!","Você não poderá participar<br>do Objetivo de Equipe atual!","現在のチームのゴールに<br>参加することはできません！","현재 팀 목표에<br>참가할 수 없게 됩니다!"
team_goal_try_again_next_week,Text,,"You can contribute<br>next time!","Bir dahaki sefere<br>katkıda bulunabilirsin!","Du kannst beim nächsten<br>Mal mitmachen!","Vous pourrez apporter votre contribution<br>la prochaine fois !","Puoi dare il tuo contributo<br>la prossima volta!","¡Puedes contribuir<br>la próxima vez!","Você pode contribuir<br>na próxima vez!","君も次に貢献できる！","다음에 기여할 수 있습니다!"
non_contributor,Text,,"No Contribution","Katkı Yok","Kein Beitrag","Aucune contribution","Nessun Contributo","Ninguna contribución","Sem Contribuição","貢献不足","기여 없음"
new_member,Text,,"Changed Team","Takım Değişti","Geändertes Team","Équipe changée","Team Modificato","Cambio de equipo","Equipe Alterada","チーム変更","변경된 팀"
item_pack_5,Text,,"Dino Time","Dinozor Zamanı","Dino-Zeit","Temps des Dinosaures","Era dei Dinosauri","Tiempo de los Dinosaurios","Tempo dos Dinossauros","恐竜の時間","공룡 시간"
item_pack_5_unlocked,Text,,"Dino Time<br>Unlocked!","Dinozor Zamanı<br>Kilidi Açıldı!","Dino-Zeit<br>Freigeschaltet!","Temps des Dinosaures<br>Débloqué !","Era dei Dinosauri<br>Sbloccata!","Tiempo de los Dinosaurios<br>¡Desbloqueado!","Tempo dos Dinossauros<br>Desbloqueada!","恐竜の時間<br>解除!","공룡 시간<br>잠금 해제!"
activate ,Text,,"Activate","Etkinleştir","Aktiviere","Activer","Attiva","Activar","Ativar","有効化","활성화하기"
factory_pass,Text,,"Factory Pass","Fabrika Bileti","Fabrikpass","Pass Usine","Pass della Fabbrica","Pase de Fábrica","Passe Fábrica","ファクトリーパス","팩토리 패스"
factory_pass_ended_info,Text,,"<style=Gold>Factory Pass</style> has ended!<br>New Factory Pass will start soon!","<style=Gold>Fabrika Bileti</style> sona erdi!<br>Yeni Fabrika Bileti yakında başlayacak!","Der <style=Gold>Fabrikpass</style> ist abgelaufen!<br>Der neue Fabrikpass startet bald!","Le <style=Gold>Pass Usine</style> est terminé!<br>Le nouveau Pass Usine commencera bientôt !","Il <style=Gold>Pass della Fabbrica</style> è terminato!<br>Il Nuovo Pass della Fabbrica inizierà presto!","El <style=Gold>Pase de Fábrica</style> ha terminado<br>¡El nuevo Pase de Fábrica comenzará pronto!","O <style=Gold>Passe Fábrica</style> terminou!<br>Novo Passe Fábrica começará em breve!","<style=Gold>ファクトリーパス</style>は終了しました！<br>新しいパスがもうすぐ始まります！","<style=Gold>팩토리 패스</style>가 끝났습니다!<br>새로운 팩토리 패스가 곧 시작됩니다!"
factory_pass_rewards,Text,,"Factory Pass<br>Rewards","Fabrika Bileti<br>Ödülleri","Fabrikpass<br>Belohnungen","Récompenses du<br>Pass Usine","Premi<br>Pass della Fabbrica","Pase de Fábrica<br>Recompensas","Recompensas<br>Passe Fábrica","ファクトリーパス<br>報酬","팩토리 패스<br>보상"
